group2	family2	genus2	group	family	genus	subspecies	stage	taxa	ID	DIN	shortcode	levelAQEM	LINK	LINK_ID	levelLINK
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia-Gr. Gen. sp.	Diptera	Empididae	Hemerodromia-Gr.	NA	NA	Hemerodromia-Gr. Gen. sp.	20099	NA	hegrgesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromiinae Gen. sp.	Diptera	Empididae	Hemerodromiinae	NA	NA	Hemerodromiinae Gen. sp.	5443	NA	hemegen.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara anglodanica	17046	NA	hilaangl	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara beckeri	17047	NA	hilabeck	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara brevistyla	17048	NA	hilabrev	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara chorica	17049	NA	hilachor	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara cornicula	17050	NA	hilacorn	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara diversipes	9492	NA	hilagerm	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara flavipes	17051	NA	hilaflav	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara galactoptera	17052	NA	hilagala	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara intermedia	17053	NA	hilainte	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara interstincta	17054	NA	hilaintr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara litorea	9493	NA	hilalito	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara longivittata	17055	NA	hilalong	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara lundbecki	17056	NA	hilalund	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara manicata	9494	NA	hilamani	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara maura	17057	NA	hilamaur	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara monedula	17058	NA	hilamone	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara morata	17059	NA	hilamora	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara nigrina	17060	NA	hilanigr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara obscura	17061	NA	hilaobsc	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara pilipes	9495	NA	hilapili	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara pruinosa	9496	NA	hilaprun	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara quadriseta	17062	NA	hilaquar	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara quadrivittata	9497	NA	hilaquad	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara rejecta	17063	NA	hilareje	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara sp.	9490	NA	hilasp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara subpollinosa	17064	NA	hilasubp	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara tanychira	9498	NA	hilatany	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara tetragramma	9499	NA	hilatetr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hilara sp.	Diptera	Empididae	Hilara	NA	NA	Hilara thoracica	9491	NA	hilaferr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Lamposoma sp.	Diptera	Empididae	Lamposoma	NA	NA	Lamposoma cavaticum	17066	NA	lampcava	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Lamposoma sp.	Diptera	Empididae	Lamposoma	NA	NA	Lamposoma sp.	17134	NA	lampossp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Phyllodromia sp.	Diptera	Empididae	Phyllodromia	NA	NA	Phyllodromia melanocephala	12156	NA	phylmela	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Phyllodromia sp.	Diptera	Empididae	Phyllodromia	NA	NA	Phyllodromia sp.	14552	NA	phyisp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Rhamphomyia sp.	Diptera	Empididae	Rhamphomyia	NA	NA	Rhamphomyia barbata	17067	NA	rhambarb	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Rhamphomyia sp.	Diptera	Empididae	Rhamphomyia	NA	NA	Rhamphomyia coracina	9501	NA	rhamcora	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Rhamphomyia sp.	Diptera	Empididae	Rhamphomyia	NA	NA	Rhamphomyia flava	17068	NA	rhamflav	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Rhamphomyia sp.	Diptera	Empididae	Rhamphomyia	NA	NA	Rhamphomyia pokornyi	9502	NA	rhampoko	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Rhamphomyia sp.	Diptera	Empididae	Rhamphomyia	NA	NA	Rhamphomyia sp.	9500	NA	rhamsp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Trichopezinae Gen. sp.	Diptera	Empididae	Trichopezinae	NA	NA	Trichopezinae Gen. sp.	17193	NA	trihgesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia aequilobata	21975	NA	wiedmand	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia aerea	17072	NA	wiedaere	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia angelieri	17073	NA	wiedange	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia aquilex	7332	NA	wiedaqui	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia ariadne	21976	NA	wiedaria	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia avernensis	17074	NA	wiedaver	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia beckeri	12134	NA	wiedbeck	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia bifida	17075	NA	wiedbifi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia bistigma	12135	NA	wiedbist	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia bohemani	7333	NA	wiedbohe	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia braueri	12136	NA	wiedbrau	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia digitata	17076	NA	wieddigi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia dinarica	21973	NA	wieddina	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia escheri	12137	NA	wiedesch	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia falcifera	17077	NA	wiedfalc	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia fallaciosa	12138	NA	wiedfall	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia hygrobia	7334	NA	wiedhygr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia kacanskae	21979	NA	wiedkaca	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia kroatica	21974	NA	wiedkroa	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia lamellata	12139	NA	wiedlame	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia longicornis	21977	NA	wiedlong	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia lota	17079	NA	wiedlota	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia maxima	12140	NA	wiedmaxi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia minutissima	17080	NA	wiedminu	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia mirousei	17081	NA	wiedmiro	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia oredonensis	17082	NA	wiedored	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia ouedorum	17083	NA	wiedoued	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia oxystoma	17084	NA	wiedoxys	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia phantasma	12141	NA	wiedphan	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia pirata	12142	NA	wiedpira	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia pyrenaica	17085	NA	wiedpyre	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia queyarasiana	21978	NA	wiedquey	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia rhynchops	12143	NA	wiedrhyn	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia simplex	17087	NA	wiedsimp	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia sp.	7161	20036	wiedsp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia stylifera	12144	NA	wiedstyl	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia thomasi	17088	NA	wiedthom	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia tricuspidata	12145	NA	wiedtric	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia wachtli	17089	NA	wiedwach	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia sp.	Diptera	Empididae	Wiedemannia	NA	NA	Wiedemannia zetterstedti	12146	NA	wiedzett	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia (Chamaedipsia) sp.	Diptera	Empididae	Wiedemannia (Chamaedipsia)	NA	NA	Wiedemannia (Chamaedipsia) sp.	17090	NA	wiechasp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia (Philolutra) sp.	Diptera	Empididae	Wiedemannia (Philolutra)	NA	NA	Wiedemannia (Philolutra) sp.	17091	NA	wiephisp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia (Pseudowiedemannia) sp.	Diptera	Empididae	Wiedemannia (Pseudowiedemannia)	NA	NA	Wiedemannia (Pseudowiedemannia) sp.	17092	NA	wiepsesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Wiedemannia (Wiedemannia) sp.	Diptera	Empididae	Wiedemannia (Wiedemannia)	NA	NA	Wiedemannia (Wiedemannia) sp.	17093	NA	wiewiesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Ephydridae Gen. sp.	Allotrichoma sp.	Diptera	Ephydridae	Allotrichoma	NA	NA	Allotrichoma bifidum	12263	NA	alhobifi	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Allotrichoma sp.	Diptera	Ephydridae	Allotrichoma	NA	NA	Allotrichoma filiforme	12264	NA	alhofili	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Allotrichoma sp.	Diptera	Ephydridae	Allotrichoma	NA	NA	Allotrichoma laterale	10502	NA	alholate	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Allotrichoma sp.	Diptera	Ephydridae	Allotrichoma	NA	NA	Allotrichoma schumanni	12265	NA	alhoschu	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Allotrichoma sp.	Diptera	Ephydridae	Allotrichoma	NA	NA	Allotrichoma sp.	9608	NA	alhomasp	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Allotrichoma sp.	Diptera	Ephydridae	Allotrichoma	NA	NA	Allotrichoma trispinum	12266	NA	alhotris	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Atissa sp.	Diptera	Ephydridae	Atissa	NA	NA	Atissa limosina	12283	NA	atislimo	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Atissa sp.	Diptera	Ephydridae	Atissa	NA	NA	Atissa pygmaea	12284	NA	atispygm	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Atissa sp.	Diptera	Ephydridae	Atissa	NA	NA	Atissa sp.	14513	NA	atissp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Axysta sp.	Diptera	Ephydridae	Axysta	NA	NA	Axysta cesta	12296	NA	axyscest	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Axysta sp.	Diptera	Ephydridae	Axysta	NA	NA	Axysta sp.	14514	NA	axyssp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Clanoneurum sp.	Diptera	Ephydridae	Clanoneurum	NA	NA	Clanoneurum cimiciforme	12209	NA	clancimi	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Clanoneurum sp.	Diptera	Ephydridae	Clanoneurum	NA	NA	Clanoneurum sp.	14515	NA	clansp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Cnestrum sp.	Diptera	Ephydridae	Cnestrum	NA	NA	Cnestrum lepidopis	12210	NA	cneslepi	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Cnestrum sp.	Diptera	Ephydridae	Cnestrum	NA	NA	Cnestrum sp.	14516	NA	cnessp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Coenia sp.	Diptera	Ephydridae	Coenia	NA	NA	Coenia curvicauda	12223	NA	coencurv	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Coenia sp.	Diptera	Ephydridae	Coenia	NA	NA	Coenia palustris	12224	NA	coenpalu	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Coenia sp.	Diptera	Ephydridae	Coenia	NA	NA	Coenia sp.	14517	NA	coeisp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Dichaeta sp.	Diptera	Ephydridae	Dichaeta	NA	NA	Dichaeta caudata	12285	NA	dichcaud	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Dichaeta sp.	Diptera	Ephydridae	Dichaeta	NA	NA	Dichaeta sp.	14518	NA	dichsp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Diclasiopa sp.	Diptera	Ephydridae	Diclasiopa	NA	NA	Diclasiopa lacteipennis	10514	NA	dicllact	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Diclasiopa sp.	Diptera	Ephydridae	Diclasiopa	NA	NA	Diclasiopa niveipennis	12267	NA	diclnive	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Diclasiopa sp.	Diptera	Ephydridae	Diclasiopa	NA	NA	Diclasiopa sp.	9609	NA	diclsp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Discocerina sp.	Diptera	Ephydridae	Discocerina	NA	NA	Discocerina obscurella	12268	NA	discobsc	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Discocerina sp.	Diptera	Ephydridae	Discocerina	NA	NA	Discocerina sp.	9610	NA	discocsp	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Discomyza sp.	Diptera	Ephydridae	Discomyza	NA	NA	Discomyza incurva	10518	NA	discincu	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Discomyza sp.	Diptera	Ephydridae	Discomyza	NA	NA	Discomyza sp.	9611	NA	discomsp	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Discomyzinae Gen. sp.	Diptera	Ephydridae	Discomyzinae	NA	NA	Discomyzinae Gen. sp.	19858	NA	discgesp	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ditrichophora sp.	Diptera	Ephydridae	Ditrichophora	NA	NA	Ditrichophora calceata	12269	NA	ditrcalc	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ditrichophora sp.	Diptera	Ephydridae	Ditrichophora	NA	NA	Ditrichophora fuscella	12270	NA	ditrfusc	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ditrichophora sp.	Diptera	Ephydridae	Ditrichophora	NA	NA	Ditrichophora moraviae	12271	NA	ditrmora	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ditrichophora sp.	Diptera	Ephydridae	Ditrichophora	NA	NA	Ditrichophora nigrithorax	12272	NA	ditrnigr	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ditrichophora sp.	Diptera	Ephydridae	Ditrichophora	NA	NA	Ditrichophora palliditarsis	12273	NA	ditrpall	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ditrichophora sp.	Diptera	Ephydridae	Ditrichophora	NA	NA	Ditrichophora sp.	14519	NA	ditrsp.	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydra sp.	Diptera	Ephydridae	Ephydra	NA	NA	Ephydra bivittata	17094	NA	ephybivi	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydra sp.	Diptera	Ephydridae	Ephydra	NA	NA	Ephydra flavipes	17196	NA	ephyflav	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydra sp.	Diptera	Ephydridae	Ephydra	NA	NA	Ephydra glauca	17095	NA	ephyglau	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydra sp.	Diptera	Ephydridae	Ephydra	NA	NA	Ephydra macellaria	12225	NA	ephymace	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydra sp.	Diptera	Ephydridae	Ephydra	NA	NA	Ephydra riparia	12226	NA	ephyripa	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydra sp.	Diptera	Ephydridae	Ephydra	NA	NA	Ephydra scholtzi	17096	NA	ephyscho	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydra sp.	Diptera	Ephydridae	Ephydra	NA	NA	Ephydra sp.	9607	434	ephydrsp	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydridae Gen. sp.	Diptera	Ephydridae	Ephydridae	NA	NA	Ephydridae Gen. sp.	9599	10199	ephygen.	family	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Ephydrinae Gen. sp.	Diptera	Ephydridae	Ephydrinae	NA	NA	Ephydrinae Gen. sp.	19863	NA	ephygesp	genus	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Gymnoclasiopa sp.	Diptera	Ephydridae	Gymnoclasiopa	NA	NA	Gymnoclasiopa aurifascies	12274	NA	gymnauri	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Gymnoclasiopa sp.	Diptera	Ephydridae	Gymnoclasiopa	NA	NA	Gymnoclasiopa aurivillii	12275	NA	gymnaurv	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Gymnoclasiopa sp.	Diptera	Ephydridae	Gymnoclasiopa	NA	NA	Gymnoclasiopa dimidiatipennis	12276	NA	gymndimi	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Gymnoclasiopa sp.	Diptera	Ephydridae	Gymnoclasiopa	NA	NA	Gymnoclasiopa nigerrima	12277	NA	gymnnige	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Gymnoclasiopa sp.	Diptera	Ephydridae	Gymnoclasiopa	NA	NA	Gymnoclasiopa plumosa	12278	NA	gymnplum	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Gymnoclasiopa sp.	Diptera	Ephydridae	Gymnoclasiopa	NA	NA	Gymnoclasiopa pulchella	12279	NA	gymnpulc	species	Diptera Gen. sp.	9353	group
Diptera Gen. sp.	Ephydridae Gen. sp.	Gymnoclasiopa sp.	Diptera	Ephydridae	Gymnoclasiopa	NA	NA	Gymnoclasiopa sp.	14522	NA	gymosp.	genus	Diptera Gen. sp.	9353	group
